IndID,polycode,value,label
Single_Person_Hhld,E01012736,54.9,LSOA: E01012736<br/>Proportion of single person households = 54.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012737,58.5,LSOA: E01012737<br/>Proportion of single person households = 58.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012670,35.3,LSOA: E01012670<br/>Proportion of single person households = 35.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012733,37.5,LSOA: E01012733<br/>Proportion of single person households = 37.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012734,34.8,LSOA: E01012734<br/>Proportion of single person households = 34.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012738,38.2,LSOA: E01012738<br/>Proportion of single person households = 38.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012739,30.1,LSOA: E01012739<br/>Proportion of single person households = 30.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012742,34.4,LSOA: E01012742<br/>Proportion of single person households = 34.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012712,23.4,LSOA: E01012712<br/>Proportion of single person households = 23.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012713,29.5,LSOA: E01012713<br/>Proportion of single person households = 29.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012715,35.5,LSOA: E01012715<br/>Proportion of single person households = 35.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012740,39.5,LSOA: E01012740<br/>Proportion of single person households = 39.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012741,32.3,LSOA: E01012741<br/>Proportion of single person households = 32.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012671,50.7,LSOA: E01012671<br/>Proportion of single person households = 50.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012672,44,LSOA: E01012672<br/>Proportion of single person households = 44%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012674,42.2,LSOA: E01012674<br/>Proportion of single person households = 42.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012751,59.7,LSOA: E01012751<br/>Proportion of single person households = 59.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012686,35,LSOA: E01012686<br/>Proportion of single person households = 35%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012687,34.9,LSOA: E01012687<br/>Proportion of single person households = 34.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012688,48.2,LSOA: E01012688<br/>Proportion of single person households = 48.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012689,37.8,LSOA: E01012689<br/>Proportion of single person households = 37.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012714,36.7,LSOA: E01012714<br/>Proportion of single person households = 36.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012695,31.3,LSOA: E01012695<br/>Proportion of single person households = 31.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012743,38.4,LSOA: E01012743<br/>Proportion of single person households = 38.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012744,36.5,LSOA: E01012744<br/>Proportion of single person households = 36.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012745,33.8,LSOA: E01012745<br/>Proportion of single person households = 33.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012746,33.3,LSOA: E01012746<br/>Proportion of single person households = 33.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012685,31.2,LSOA: E01012685<br/>Proportion of single person households = 31.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012694,34.7,LSOA: E01012694<br/>Proportion of single person households = 34.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012696,29.1,LSOA: E01012696<br/>Proportion of single person households = 29.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012697,43.8,LSOA: E01012697<br/>Proportion of single person households = 43.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012698,26.5,LSOA: E01012698<br/>Proportion of single person households = 26.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012726,39.7,LSOA: E01012726<br/>Proportion of single person households = 39.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012728,39.7,LSOA: E01012728<br/>Proportion of single person households = 39.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012752,45.8,LSOA: E01012752<br/>Proportion of single person households = 45.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012753,30.6,LSOA: E01012753<br/>Proportion of single person households = 30.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012754,41.5,LSOA: E01012754<br/>Proportion of single person households = 41.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012755,32.6,LSOA: E01012755<br/>Proportion of single person households = 32.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012701,27.6,LSOA: E01012701<br/>Proportion of single person households = 27.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012729,32.2,LSOA: E01012729<br/>Proportion of single person households = 32.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012730,27.7,LSOA: E01012730<br/>Proportion of single person households = 27.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012731,35.2,LSOA: E01012731<br/>Proportion of single person households = 35.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012732,43.3,LSOA: E01012732<br/>Proportion of single person households = 43.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012699,30.1,LSOA: E01012699<br/>Proportion of single person households = 30.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012700,27.8,LSOA: E01012700<br/>Proportion of single person households = 27.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012702,51.1,LSOA: E01012702<br/>Proportion of single person households = 51.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012725,29.5,LSOA: E01012725<br/>Proportion of single person households = 29.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01012727,26.1,LSOA: E01012727<br/>Proportion of single person households = 26.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024993,24.5,LSOA: E01024993<br/>Proportion of single person households = 24.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025026,21.3,LSOA: E01025026<br/>Proportion of single person households = 21.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025027,23.9,LSOA: E01025027<br/>Proportion of single person households = 23.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025028,20.7,LSOA: E01025028<br/>Proportion of single person households = 20.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025031,26.4,LSOA: E01025031<br/>Proportion of single person households = 26.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025007,20.7,LSOA: E01025007<br/>Proportion of single person households = 20.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025008,26,LSOA: E01025008<br/>Proportion of single person households = 26%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025009,41.5,LSOA: E01025009<br/>Proportion of single person households = 41.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025011,43,LSOA: E01025011<br/>Proportion of single person households = 43%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025012,21.7,LSOA: E01025012<br/>Proportion of single person households = 21.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025013,36.1,LSOA: E01025013<br/>Proportion of single person households = 36.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025019,24.4,LSOA: E01025019<br/>Proportion of single person households = 24.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024998,24.3,LSOA: E01024998<br/>Proportion of single person households = 24.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025010,25.8,LSOA: E01025010<br/>Proportion of single person households = 25.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025014,24.6,LSOA: E01025014<br/>Proportion of single person households = 24.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025015,25,LSOA: E01025015<br/>Proportion of single person households = 25%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025004,30,LSOA: E01025004<br/>Proportion of single person households = 30%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025006,46.4,LSOA: E01025006<br/>Proportion of single person households = 46.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025023,26.9,LSOA: E01025023<br/>Proportion of single person households = 26.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025024,37.1,LSOA: E01025024<br/>Proportion of single person households = 37.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025025,31.6,LSOA: E01025025<br/>Proportion of single person households = 31.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025001,34.7,LSOA: E01025001<br/>Proportion of single person households = 34.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025002,33.1,LSOA: E01025002<br/>Proportion of single person households = 33.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025005,37.1,LSOA: E01025005<br/>Proportion of single person households = 37.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025016,25.5,LSOA: E01025016<br/>Proportion of single person households = 25.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025018,27.9,LSOA: E01025018<br/>Proportion of single person households = 27.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024984,34.3,LSOA: E01024984<br/>Proportion of single person households = 34.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024985,26.8,LSOA: E01024985<br/>Proportion of single person households = 26.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024986,62.7,LSOA: E01024986<br/>Proportion of single person households = 62.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024987,57,LSOA: E01024987<br/>Proportion of single person households = 57%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024988,57.2,LSOA: E01024988<br/>Proportion of single person households = 57.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024989,31.5,LSOA: E01024989<br/>Proportion of single person households = 31.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024996,56.7,LSOA: E01024996<br/>Proportion of single person households = 56.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024997,35.6,LSOA: E01024997<br/>Proportion of single person households = 35.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024999,31.5,LSOA: E01024999<br/>Proportion of single person households = 31.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025000,30.9,LSOA: E01025000<br/>Proportion of single person households = 30.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025029,28.6,LSOA: E01025029<br/>Proportion of single person households = 28.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025030,28.3,LSOA: E01025030<br/>Proportion of single person households = 28.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024981,38.2,LSOA: E01024981<br/>Proportion of single person households = 38.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024982,44.2,LSOA: E01024982<br/>Proportion of single person households = 44.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024983,28.5,LSOA: E01024983<br/>Proportion of single person households = 28.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024994,29.8,LSOA: E01024994<br/>Proportion of single person households = 29.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024995,36.8,LSOA: E01024995<br/>Proportion of single person households = 36.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025003,34.1,LSOA: E01025003<br/>Proportion of single person households = 34.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025017,51.2,LSOA: E01025017<br/>Proportion of single person households = 51.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024990,48.4,LSOA: E01024990<br/>Proportion of single person households = 48.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024991,46.3,LSOA: E01024991<br/>Proportion of single person households = 46.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01024992,38.7,LSOA: E01024992<br/>Proportion of single person households = 38.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025020,28.9,LSOA: E01025020<br/>Proportion of single person households = 28.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025021,36.6,LSOA: E01025021<br/>Proportion of single person households = 36.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025022,31.7,LSOA: E01025022<br/>Proportion of single person households = 31.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025573,28.5,LSOA: E01025573<br/>Proportion of single person households = 28.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025574,45.5,LSOA: E01025574<br/>Proportion of single person households = 45.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025581,34.5,LSOA: E01025581<br/>Proportion of single person households = 34.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025582,43.6,LSOA: E01025582<br/>Proportion of single person households = 43.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025583,39.6,LSOA: E01025583<br/>Proportion of single person households = 39.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025584,63.1,LSOA: E01025584<br/>Proportion of single person households = 63.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025605,24.3,LSOA: E01025605<br/>Proportion of single person households = 24.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025606,30.5,LSOA: E01025606<br/>Proportion of single person households = 30.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025607,27.1,LSOA: E01025607<br/>Proportion of single person households = 27.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025608,27.1,LSOA: E01025608<br/>Proportion of single person households = 27.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025590,32.6,LSOA: E01025590<br/>Proportion of single person households = 32.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025591,27.7,LSOA: E01025591<br/>Proportion of single person households = 27.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025592,28.4,LSOA: E01025592<br/>Proportion of single person households = 28.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025593,26.6,LSOA: E01025593<br/>Proportion of single person households = 26.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025563,34.2,LSOA: E01025563<br/>Proportion of single person households = 34.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025564,29.8,LSOA: E01025564<br/>Proportion of single person households = 29.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025565,28.9,LSOA: E01025565<br/>Proportion of single person households = 28.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025586,31.8,LSOA: E01025586<br/>Proportion of single person households = 31.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025587,30.6,LSOA: E01025587<br/>Proportion of single person households = 30.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025588,44.6,LSOA: E01025588<br/>Proportion of single person households = 44.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025589,26.5,LSOA: E01025589<br/>Proportion of single person households = 26.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025557,26.3,LSOA: E01025557<br/>Proportion of single person households = 26.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025575,38.6,LSOA: E01025575<br/>Proportion of single person households = 38.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025578,26.4,LSOA: E01025578<br/>Proportion of single person households = 26.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025579,24.3,LSOA: E01025579<br/>Proportion of single person households = 24.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025580,25.5,LSOA: E01025580<br/>Proportion of single person households = 25.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025547,27.7,LSOA: E01025547<br/>Proportion of single person households = 27.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025549,25.1,LSOA: E01025549<br/>Proportion of single person households = 25.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025609,24.7,LSOA: E01025609<br/>Proportion of single person households = 24.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025548,37.8,LSOA: E01025548<br/>Proportion of single person households = 37.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025553,25,LSOA: E01025553<br/>Proportion of single person households = 25%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025558,35.7,LSOA: E01025558<br/>Proportion of single person households = 35.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025559,35.3,LSOA: E01025559<br/>Proportion of single person households = 35.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025560,32.6,LSOA: E01025560<br/>Proportion of single person households = 32.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025554,37.2,LSOA: E01025554<br/>Proportion of single person households = 37.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025556,28.5,LSOA: E01025556<br/>Proportion of single person households = 28.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025570,59.2,LSOA: E01025570<br/>Proportion of single person households = 59.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025571,33.7,LSOA: E01025571<br/>Proportion of single person households = 33.7%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025572,34.3,LSOA: E01025572<br/>Proportion of single person households = 34.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025604,36.3,LSOA: E01025604<br/>Proportion of single person households = 36.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025561,23.3,LSOA: E01025561<br/>Proportion of single person households = 23.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025562,25.1,LSOA: E01025562<br/>Proportion of single person households = 25.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025585,20.9,LSOA: E01025585<br/>Proportion of single person households = 20.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025542,28.9,LSOA: E01025542<br/>Proportion of single person households = 28.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025555,36.8,LSOA: E01025555<br/>Proportion of single person households = 36.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025601,26.9,LSOA: E01025601<br/>Proportion of single person households = 26.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025602,34.1,LSOA: E01025602<br/>Proportion of single person households = 34.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025603,33.6,LSOA: E01025603<br/>Proportion of single person households = 33.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025541,24.6,LSOA: E01025541<br/>Proportion of single person households = 24.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025543,30.3,LSOA: E01025543<br/>Proportion of single person households = 30.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025544,43.5,LSOA: E01025544<br/>Proportion of single person households = 43.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025576,33.5,LSOA: E01025576<br/>Proportion of single person households = 33.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025577,35.6,LSOA: E01025577<br/>Proportion of single person households = 35.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025550,29,LSOA: E01025550<br/>Proportion of single person households = 29%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025552,22.2,LSOA: E01025552<br/>Proportion of single person households = 22.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025594,34.1,LSOA: E01025594<br/>Proportion of single person households = 34.1%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025595,24.4,LSOA: E01025595<br/>Proportion of single person households = 24.4%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025596,27.8,LSOA: E01025596<br/>Proportion of single person households = 27.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025597,31.5,LSOA: E01025597<br/>Proportion of single person households = 31.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025545,32.8,LSOA: E01025545<br/>Proportion of single person households = 32.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025546,39.8,LSOA: E01025546<br/>Proportion of single person households = 39.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025551,28.2,LSOA: E01025551<br/>Proportion of single person households = 28.2%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025567,35.8,LSOA: E01025567<br/>Proportion of single person households = 35.8%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025598,46,LSOA: E01025598<br/>Proportion of single person households = 46%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025566,26.9,LSOA: E01025566<br/>Proportion of single person households = 26.9%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025568,32.5,LSOA: E01025568<br/>Proportion of single person households = 32.5%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025569,32.6,LSOA: E01025569<br/>Proportion of single person households = 32.6%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025599,26.3,LSOA: E01025599<br/>Proportion of single person households = 26.3%<br/><em>(2021 Census results)</em>
Single_Person_Hhld,E01025600,29.7,LSOA: E01025600<br/>Proportion of single person households = 29.7%<br/><em>(2021 Census results)</em>
Migrant_Indicator,E01012663,7.802340702210664,LSOA: E01012663<br/>Proportion of residents <br/>at different UK address one year previously = 7.8%<br/><em>(2021 Census results)</em>
